,filename,token_dupl,lemmas,lemma_dupl,avg_forms_per_lemma,avg_sent_len,unique_ft_clusts,perc_dupl_ft_clusts
180,../TheLatinLibraryScraper/data/texts/ennodius.txt,0.5127,5666,0.369219908224497,1.3929,14.3807,405,0.0715
181,../TheLatinLibraryScraper/data/texts/ep.priapismo.txt,0.4469,3287,0.3322178278065105,1.3489,19.8012,325,0.0989
182,../TheLatinLibraryScraper/data/texts/epistaustras.txt,0.416,5325,0.30103286384976524,1.3893,28.7838,386,0.0725
183,../TheLatinLibraryScraper/data/texts/epitaphs.txt,0.5203,2120,0.4226415094339623,1.2388,8.3137,241,0.1137
184,../TheLatinLibraryScraper/data/texts/epitomecononiana.txt,0.2568,6900,0.20028985507246377,1.2894,12.6143,268,0.0388
185,../TheLatinLibraryScraper/data/texts/epitomefeliciana.txt,0.2468,7796,0.18945613134940995,1.3081,12.9933,252,0.0323
186,../TheLatinLibraryScraper/data/texts/epubs.txt,0.4347,398,0.43467336683417085,1.0,3.8641,46,0.1156
187,../TheLatinLibraryScraper/data/texts/erasmus.txt,0.9655,29,0.9655172413793104,1.0,4.8333,19,0.6552
188,../TheLatinLibraryScraper/data/texts/estas.txt,0.1517,356,0.14887640449438203,1.0189,12.2759,28,0.0787
189,../TheLatinLibraryScraper/data/texts/eucherius.txt,0.4971,4679,0.37187433212224835,1.342,16.1903,362,0.0774
190,../TheLatinLibraryScraper/data/texts/exivi.txt,0.0221,83691,0.015533330943590112,1.4338,22.3057,360,0.0043
191,../TheLatinLibraryScraper/data/texts/falcone.txt,0.2025,43347,0.13539575979883267,1.5127,14.8652,567,0.0131
192,../TheLatinLibraryScraper/data/texts/fletcher.txt,0.1325,27145,0.1012341130963345,1.3177,21.059,338,0.0125
193,../TheLatinLibraryScraper/data/texts/florus1.txt,0.3553,19523,0.2507811299492906,1.4314,15.8081,479,0.0245
194,../TheLatinLibraryScraper/data/texts/florus2.txt,0.4011,11815,0.29784172661870506,1.3544,15.4647,416,0.0352
195,../TheLatinLibraryScraper/data/texts/foedusaeternum.txt,0.6263,562,0.5142348754448398,1.2249,26.7619,140,0.2491
196,../TheLatinLibraryScraper/data/texts/forsett2.txt,0.0677,30199,0.0544057750256631,1.252,11.9647,355,0.0118
197,../TheLatinLibraryScraper/data/texts/fortunat.txt,0.1681,595,0.16134453781512606,1.0417,11.0185,49,0.0824
198,../TheLatinLibraryScraper/data/texts/fredegarius.txt,0.2495,27107,0.1748256907809791,1.4385,15.428,473,0.0174
199,../TheLatinLibraryScraper/data/texts/frodebertus.txt,0.4996,1347,0.4365256124721604,1.1463,5.8312,165,0.1225
200,../TheLatinLibraryScraper/data/texts/fulbert.txt,0.7727,132,0.7424242424242424,1.0408,11.0,52,0.3939
201,../TheLatinLibraryScraper/data/texts/fulgentius.txt,0.8205,39,0.8205128205128205,1.0,6.5,11,0.2821
202,../TheLatinLibraryScraper/data/texts/gaius.txt,0.8095,21,0.8095238095238095,1.0,5.25,9,0.4286
203,../TheLatinLibraryScraper/data/texts/gaius2.txt,0.2059,15777,0.12410470938708246,1.6818,14.6354,467,0.0296
204,../TheLatinLibraryScraper/data/texts/gaius4.txt,0.2178,13886,0.13452398098804552,1.6376,15.9609,433,0.0312
205,../TheLatinLibraryScraper/data/texts/garcilaso.txt,0.0269,28881,0.02312939302655725,1.1707,15.3704,178,0.0062
206,../TheLatinLibraryScraper/data/texts/gaud.txt,0.1547,614,0.1449511400651466,1.0674,12.7917,47,0.0765
207,../TheLatinLibraryScraper/data/texts/gauss.txt,0.0503,61253,0.03322286255367084,1.5366,19.0168,438,0.0072
208,../TheLatinLibraryScraper/data/texts/germanicus.txt,0.4648,5547,0.34216693708310797,1.3688,17.836,319,0.0575
209,../TheLatinLibraryScraper/data/texts/gestafrancorum.txt,0.6452,31,0.6451612903225806,1.0,7.75,9,0.2903
210,../TheLatinLibraryScraper/data/texts/godfrey.txt,0.8421,19,0.8421052631578947,1.0,4.75,8,0.4211
211,../TheLatinLibraryScraper/data/texts/grattius.txt,0.5571,4206,0.43675701378982407,1.2809,15.6357,318,0.0756
